lat,long
23.534924,87.269568
23.534924,87.27304033333334
23.534924,87.27651266666668
23.534924,87.27998500000001
23.534924,87.28345733333333
23.534924,87.28692966666667
23.534924,87.290402
23.534924,87.29387433333333
23.534924,87.29734666666667
23.534924,87.300819
23.534924,87.30429133333334
23.534924,87.30776366666667
23.534924,87.311236
23.534924,87.31470833333333
23.534924,87.31818066666666
23.534924,87.321653
23.53698066666667,87.269568
23.53698066666667,87.27304033333334
23.53698066666667,87.27651266666668
23.53698066666667,87.27998500000001
23.53698066666667,87.28345733333333
23.53698066666667,87.28692966666667
23.53698066666667,87.290402
23.53698066666667,87.29387433333333
23.53698066666667,87.29734666666667
23.53698066666667,87.300819
23.53698066666667,87.30429133333334
23.53698066666667,87.30776366666667
23.53698066666667,87.311236
23.53698066666667,87.31470833333333
23.53698066666667,87.31818066666666
23.53698066666667,87.321653
23.539037333333333,87.269568
23.539037333333333,87.27304033333334
23.539037333333333,87.27651266666668
23.539037333333333,87.27998500000001
23.539037333333333,87.28345733333333
23.539037333333333,87.28692966666667
23.539037333333333,87.290402
23.539037333333333,87.29387433333333
23.539037333333333,87.29734666666667
23.539037333333333,87.300819
23.539037333333333,87.30429133333334
23.539037333333333,87.30776366666667
23.539037333333333,87.311236
23.539037333333333,87.31470833333333
23.539037333333333,87.31818066666666
23.539037333333333,87.321653
23.541094,87.269568
23.541094,87.27304033333334
23.541094,87.27651266666668
23.541094,87.27998500000001
23.541094,87.28345733333333
23.541094,87.28692966666667
23.541094,87.290402
23.541094,87.29387433333333
23.541094,87.29734666666667
23.541094,87.300819
23.541094,87.30429133333334
23.541094,87.30776366666667
23.541094,87.311236
23.541094,87.31470833333333
23.541094,87.31818066666666
23.541094,87.321653
23.543150666666666,87.269568
23.543150666666666,87.27304033333334
23.543150666666666,87.27651266666668
23.543150666666666,87.27998500000001
23.543150666666666,87.28345733333333
23.543150666666666,87.28692966666667
23.543150666666666,87.290402
23.543150666666666,87.29387433333333
23.543150666666666,87.29734666666667
23.543150666666666,87.300819
23.543150666666666,87.30429133333334
23.543150666666666,87.30776366666667
23.543150666666666,87.311236
23.543150666666666,87.31470833333333
23.543150666666666,87.31818066666666
23.543150666666666,87.321653
23.545207333333334,87.269568
23.545207333333334,87.27304033333334
23.545207333333334,87.27651266666668
23.545207333333334,87.27998500000001
23.545207333333334,87.28345733333333
23.545207333333334,87.28692966666667
23.545207333333334,87.290402
23.545207333333334,87.29387433333333
23.545207333333334,87.29734666666667
23.545207333333334,87.300819
23.545207333333334,87.30429133333334
23.545207333333334,87.30776366666667
23.545207333333334,87.311236
23.545207333333334,87.31470833333333
23.545207333333334,87.31818066666666
23.545207333333334,87.321653
23.547264000000002,87.269568
23.547264000000002,87.27304033333334
23.547264000000002,87.27651266666668
23.547264000000002,87.27998500000001
23.547264000000002,87.28345733333333
23.547264000000002,87.28692966666667
23.547264000000002,87.290402
23.547264000000002,87.29387433333333
23.547264000000002,87.29734666666667
23.547264000000002,87.300819
23.547264000000002,87.30429133333334
23.547264000000002,87.30776366666667
23.547264000000002,87.311236
23.547264000000002,87.31470833333333
23.547264000000002,87.31818066666666
23.547264000000002,87.321653
23.549320666666667,87.269568
23.549320666666667,87.27304033333334
23.549320666666667,87.27651266666668
23.549320666666667,87.27998500000001
23.549320666666667,87.28345733333333
23.549320666666667,87.28692966666667
23.549320666666667,87.290402
23.549320666666667,87.29387433333333
23.549320666666667,87.29734666666667
23.549320666666667,87.300819
23.549320666666667,87.30429133333334
23.549320666666667,87.30776366666667
23.549320666666667,87.311236
23.549320666666667,87.31470833333333
23.549320666666667,87.31818066666666
23.549320666666667,87.321653
23.551377333333335,87.269568
23.551377333333335,87.27304033333334
23.551377333333335,87.27651266666668
23.551377333333335,87.27998500000001
23.551377333333335,87.28345733333333
23.551377333333335,87.28692966666667
23.551377333333335,87.290402
23.551377333333335,87.29387433333333
23.551377333333335,87.29734666666667
23.551377333333335,87.300819
23.551377333333335,87.30429133333334
23.551377333333335,87.30776366666667
23.551377333333335,87.311236
23.551377333333335,87.31470833333333
23.551377333333335,87.31818066666666
23.551377333333335,87.321653
23.553434,87.269568
23.553434,87.27304033333334
23.553434,87.27651266666668
23.553434,87.27998500000001
23.553434,87.28345733333333
23.553434,87.28692966666667
23.553434,87.290402
23.553434,87.29387433333333
23.553434,87.29734666666667
23.553434,87.300819
23.553434,87.30429133333334
23.553434,87.30776366666667
23.553434,87.311236
23.553434,87.31470833333333
23.553434,87.31818066666666
23.553434,87.321653
23.555490666666667,87.269568
23.555490666666667,87.27304033333334
23.555490666666667,87.27651266666668
23.555490666666667,87.27998500000001
23.555490666666667,87.28345733333333
23.555490666666667,87.28692966666667
23.555490666666667,87.290402
23.555490666666667,87.29387433333333
23.555490666666667,87.29734666666667
23.555490666666667,87.300819
23.555490666666667,87.30429133333334
23.555490666666667,87.30776366666667
23.555490666666667,87.311236
23.555490666666667,87.31470833333333
23.555490666666667,87.31818066666666
23.555490666666667,87.321653
23.557547333333336,87.269568
23.557547333333336,87.27304033333334
23.557547333333336,87.27651266666668
23.557547333333336,87.27998500000001
23.557547333333336,87.28345733333333
23.557547333333336,87.28692966666667
23.557547333333336,87.290402
23.557547333333336,87.29387433333333
23.557547333333336,87.29734666666667
23.557547333333336,87.300819
23.557547333333336,87.30429133333334
23.557547333333336,87.30776366666667
23.557547333333336,87.311236
23.557547333333336,87.31470833333333
23.557547333333336,87.31818066666666
23.557547333333336,87.321653
23.559604,87.269568
23.559604,87.27304033333334
23.559604,87.27651266666668
23.559604,87.27998500000001
23.559604,87.28345733333333
23.559604,87.28692966666667
23.559604,87.290402
23.559604,87.29387433333333
23.559604,87.29734666666667
23.559604,87.300819
23.559604,87.30429133333334
23.559604,87.30776366666667
23.559604,87.311236
23.559604,87.31470833333333
23.559604,87.31818066666666
23.559604,87.321653
23.56166066666667,87.269568
23.56166066666667,87.27304033333334
23.56166066666667,87.27651266666668
23.56166066666667,87.27998500000001
23.56166066666667,87.28345733333333
23.56166066666667,87.28692966666667
23.56166066666667,87.290402
23.56166066666667,87.29387433333333
23.56166066666667,87.29734666666667
23.56166066666667,87.300819
23.56166066666667,87.30429133333334
23.56166066666667,87.30776366666667
23.56166066666667,87.311236
23.56166066666667,87.31470833333333
23.56166066666667,87.31818066666666
23.56166066666667,87.321653
23.563717333333333,87.269568
23.563717333333333,87.27304033333334
23.563717333333333,87.27651266666668
23.563717333333333,87.27998500000001
23.563717333333333,87.28345733333333
23.563717333333333,87.28692966666667
23.563717333333333,87.290402
23.563717333333333,87.29387433333333
23.563717333333333,87.29734666666667
23.563717333333333,87.300819
23.563717333333333,87.30429133333334
23.563717333333333,87.30776366666667
23.563717333333333,87.311236
23.563717333333333,87.31470833333333
23.563717333333333,87.31818066666666
23.563717333333333,87.321653
23.565774,87.269568
23.565774,87.27304033333334
23.565774,87.27651266666668
23.565774,87.27998500000001
23.565774,87.28345733333333
23.565774,87.28692966666667
23.565774,87.290402
23.565774,87.29387433333333
23.565774,87.29734666666667
23.565774,87.300819
23.565774,87.30429133333334
23.565774,87.30776366666667
23.565774,87.311236
23.565774,87.31470833333333
23.565774,87.31818066666666
23.565774,87.321653
