Latitudes,Longitudes
23.534924,87.269568
23.535438166666665,87.27043608333334
23.535952333333334,87.27130416666668
23.536466500000003,87.27217225000001
23.53698066666667,87.27304033333334
23.534924,87.27304033333334
23.535438166666665,87.27304033333334
23.535952333333334,87.27304033333334
23.536466500000003,87.27304033333334
23.53698066666667,87.27304033333334
23.534924,87.27651266666668
23.535438166666665,87.27651266666668
23.535952333333334,87.27651266666668
23.536466500000003,87.27651266666668
23.53698066666667,87.27651266666668
23.534924,87.27998500000001
23.535438166666665,87.27998500000001
23.535952333333334,87.27998500000001
23.536466500000003,87.27998500000001
23.53698066666667,87.27998500000001
23.534924,87.28345733333333
23.535438166666665,87.28345733333333
23.535952333333334,87.28345733333333
23.536466500000003,87.28345733333333
23.53698066666667,87.28345733333333
23.534924,87.28692966666667
23.535438166666665,87.28692966666667
23.535952333333334,87.28692966666667
23.536466500000003,87.28692966666667
23.53698066666667,87.28692966666667
23.534924,87.290402
23.535438166666665,87.290402
23.535952333333334,87.290402
23.536466500000003,87.290402
23.53698066666667,87.290402
23.534924,87.29387433333333
23.535438166666665,87.29387433333333
23.535952333333334,87.29387433333333
23.536466500000003,87.29387433333333
23.53698066666667,87.29387433333333
23.534924,87.29734666666667
23.535438166666665,87.29734666666667
23.535952333333334,87.29734666666667
23.536466500000003,87.29734666666667
23.53698066666667,87.29734666666667
23.534924,87.300819
23.535438166666665,87.300819
23.535952333333334,87.300819
23.536466500000003,87.300819
23.53698066666667,87.300819
23.534924,87.30429133333334
23.535438166666665,87.30429133333334
23.535952333333334,87.30429133333334
23.536466500000003,87.30429133333334
23.53698066666667,87.30429133333334
23.534924,87.30776366666667
23.535438166666665,87.30776366666667
23.535952333333334,87.30776366666667
23.536466500000003,87.30776366666667
23.53698066666667,87.30776366666667
23.534924,87.311236
23.535438166666665,87.31036791666666
23.535952333333334,87.30949983333333
23.536466500000003,87.30863175
23.53698066666667,87.30776366666667
23.534924,87.31470833333333
23.535438166666665,87.31384025
23.535952333333334,87.31297216666667
23.536466500000003,87.31210408333332
23.53698066666667,87.311236
23.534924,87.31818066666666
23.535438166666665,87.31731258333333
23.535952333333334,87.31644449999999
23.536466500000003,87.31557641666666
23.53698066666667,87.31470833333333
23.534924,87.321653
23.535438166666665,87.32078491666667
23.535952333333334,87.31991683333334
23.536466500000003,87.31904875
23.53698066666667,87.31818066666666
23.53698066666667,87.269568
23.537494833333334,87.27043608333334
23.538009000000002,87.27130416666668
23.538523166666668,87.27217225000001
23.539037333333333,87.27304033333334
23.53698066666667,87.27304033333334
23.537494833333334,87.27390841666667
23.538009000000002,87.2747765
23.538523166666668,87.27564458333335
23.539037333333333,87.27651266666668
23.53698066666667,87.27651266666668
23.537494833333334,87.27651266666668
23.538009000000002,87.27651266666668
23.538523166666668,87.27651266666668
23.539037333333333,87.27651266666668
23.53698066666667,87.27998500000001
23.537494833333334,87.27998500000001
23.538009000000002,87.27998500000001
23.538523166666668,87.27998500000001
23.539037333333333,87.27998500000001
23.53698066666667,87.28345733333333
23.537494833333334,87.28345733333333
23.538009000000002,87.28345733333333
23.538523166666668,87.28345733333333
23.539037333333333,87.28345733333333
23.53698066666667,87.28692966666667
23.537494833333334,87.28692966666667
23.538009000000002,87.28692966666667
23.538523166666668,87.28692966666667
23.539037333333333,87.28692966666667
23.53698066666667,87.290402
23.537494833333334,87.290402
23.538009000000002,87.290402
23.538523166666668,87.290402
23.539037333333333,87.290402
23.53698066666667,87.29387433333333
23.537494833333334,87.29387433333333
23.538009000000002,87.29387433333333
23.538523166666668,87.29387433333333
23.539037333333333,87.29387433333333
23.53698066666667,87.29734666666667
23.537494833333334,87.29734666666667
23.538009000000002,87.29734666666667
23.538523166666668,87.29734666666667
23.539037333333333,87.29734666666667
23.53698066666667,87.300819
23.537494833333334,87.300819
23.538009000000002,87.300819
23.538523166666668,87.300819
23.539037333333333,87.300819
23.53698066666667,87.30429133333334
23.537494833333334,87.30429133333334
23.538009000000002,87.30429133333334
23.538523166666668,87.30429133333334
23.539037333333333,87.30429133333334
23.53698066666667,87.30776366666667
23.537494833333334,87.30776366666667
23.538009000000002,87.30776366666667
23.538523166666668,87.30776366666667
23.539037333333333,87.30776366666667
23.53698066666667,87.311236
23.537494833333334,87.31036791666666
23.538009000000002,87.30949983333333
23.538523166666668,87.30863175
23.539037333333333,87.30776366666667
23.53698066666667,87.31470833333333
23.537494833333334,87.31384025
23.538009000000002,87.31297216666667
23.538523166666668,87.31210408333332
23.539037333333333,87.311236
23.53698066666667,87.31818066666666
23.537494833333334,87.31731258333333
23.538009000000002,87.31644449999999
23.538523166666668,87.31557641666666
23.539037333333333,87.31470833333333
23.53698066666667,87.321653
23.537494833333334,87.32078491666667
23.538009000000002,87.31991683333334
23.538523166666668,87.31904875
23.539037333333333,87.31818066666666
23.539037333333333,87.269568
23.5395515,87.27043608333334
23.540065666666667,87.27130416666668
23.540579833333332,87.27217225000001
23.541094,87.27304033333334
23.539037333333333,87.27304033333334
23.5395515,87.27390841666667
23.540065666666667,87.2747765
23.540579833333332,87.27564458333335
23.541094,87.27651266666668
23.539037333333333,87.27651266666668
23.5395515,87.27738075
23.540065666666667,87.27824883333335
23.540579833333332,87.27911691666668
23.541094,87.27998500000001
23.539037333333333,87.27998500000001
23.5395515,87.27998500000001
23.540065666666667,87.27998500000001
23.540579833333332,87.27998500000001
23.541094,87.27998500000001
23.539037333333333,87.28345733333333
23.5395515,87.28345733333333
23.540065666666667,87.28345733333333
23.540579833333332,87.28345733333333
23.541094,87.28345733333333
23.539037333333333,87.28692966666667
23.5395515,87.28692966666667
23.540065666666667,87.28692966666667
23.540579833333332,87.28692966666667
23.541094,87.28692966666667
23.539037333333333,87.290402
23.5395515,87.290402
23.540065666666667,87.290402
23.540579833333332,87.290402
23.541094,87.290402
23.539037333333333,87.29387433333333
23.5395515,87.29387433333333
23.540065666666667,87.29387433333333
23.540579833333332,87.29387433333333
23.541094,87.29387433333333
23.539037333333333,87.29734666666667
23.5395515,87.29734666666667
23.540065666666667,87.29734666666667
23.540579833333332,87.29734666666667
23.541094,87.29734666666667
23.539037333333333,87.300819
23.5395515,87.300819
23.540065666666667,87.300819
23.540579833333332,87.300819
23.541094,87.300819
23.539037333333333,87.30429133333334
23.5395515,87.30429133333334
23.540065666666667,87.30429133333334
23.540579833333332,87.30429133333334
23.541094,87.30429133333334
23.539037333333333,87.30776366666667
23.5395515,87.30776366666667
23.540065666666667,87.30776366666667
23.540579833333332,87.30776366666667
23.541094,87.30776366666667
23.539037333333333,87.311236
23.5395515,87.31036791666666
23.540065666666667,87.30949983333333
23.540579833333332,87.30863175
23.541094,87.30776366666667
23.539037333333333,87.31470833333333
23.5395515,87.31384025
23.540065666666667,87.31297216666667
23.540579833333332,87.31210408333332
23.541094,87.311236
23.539037333333333,87.31818066666666
23.5395515,87.31731258333333
23.540065666666667,87.31644449999999
23.540579833333332,87.31557641666666
23.541094,87.31470833333333
